"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Created date","Usages","Fill rate","data_entry_instructions","option_descriptions"
"SMS Message","sms_message","enumeration","","sms","false","template_e1; template_e2; template_e3_1; template_e5; template_e6; template_e7; template_b1; template_b2; template_b3; template_b4; template_b5; template_b6; template_b7; (Deleted)Congrats on taking the first step to restore hair with Evolved Clinics! Reply to book a consult (Congrats on taking the first step to restore hair with Evolved Clinics! Reply to book a consult) [HIDDEN]; (Deleted)Exciting news! Book early consult slots with renowned Trichologist Paul M Green at Evolved Hair Clinics. Diagnostic check, doubts clarified, and it's free! (Exciting news! Book early consult slots with renowned Trichologist Paul M Green at Evolved Hair Clinics. Diagnostic check, doubts clarified, and it's free!) [HIDDEN]; (Deleted)Restore hair, boost confidence! Call or book a free consult with our Trichologist via video/in-person (Restore hair, boost confidence! Call or book a free consult with our Trichologist via video/in-person) [HIDDEN]; (Deleted)Painless hair transplant at Evolved Hair. Local anesthesia used, minimal discomfort. Post-surgery soreness lasts a day, managed with medication. Visit our website (Painless hair transplant at Evolved Hair. Local anesthesia used, minimal discomfort. Post-surgery soreness lasts a day, managed with medication. Visit our website) [HIDDEN]; Congratulations on taking the first step to restoring your hair! Reply to this message or click the link to book your consultation now: https://bookings.gettimely.com/evolvedhairrestorationclinic/book; Free hair loss consult! Book your early consultation with renowned Trichologist Paul M Green at Evolved Hair Clinics.Free Diagnostic check and doubts clarified. https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (Free hair loss consult! Book your early consultation with renowned Trichologist Paul M Green at Evolved Hair Clinics.Free Diagnostic check and doubts clarified. https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Hair loss getting you down? Restore your hair, boost your confidence with a free consult from our Trichologist today! https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (Hair loss getting you down? Restore your hair, boost your confidence with a free consult from our Trichologist today! https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Clear your doubts about hair transplant with DFI technique. No scars, no pain, permanent results. Book a consult today! https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (Clear your doubts about hair transplant with DFI technique. No scars, no pain, permanent results. Book a consult today! https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Experience Non-invasive Hair Regrowth Treatments at Evolved Clinics. Increase hair density with PRP, Mesotherapy, and Laser. 100% Safe, painless, and effective. Click to know more! https://hairtreatments.evolvedhair.com.au/  (Experience Non-invasive Hair Regrowth Treatments at Evolved Clinics. Increase hair density with PRP, Mesotherapy, and Laser. 100% Safe, painless, and effective. Click to know more! https://hairtreatments.evolvedhair.com.au/); Painless hair transplant at Evolved Hair. Local anesthesia ensures minimal discomfort during the procedure. Post-surgery soreness is easily managed with medication. Visit our website to learn more. https://evolvedhair.com.au/  (Painless hair transplant at Evolved Hair. Local anesthesia ensures minimal discomfort during the procedure. Post-surgery soreness is easily managed with medication. Visit our website to learn more. https://evolvedhair.com.au/); Choosing a hair transplant clinic? Ask these crucial questions: Surgeon or technician? Technique used? Risk of scarring? Experience? Pain? Recovery? Visit our blog for more. https://evolvedhair.com.au/results/   (Choosing a hair transplant clinic? Ask these crucial questions: Surgeon or technician? Technique used? Risk of scarring? Experience? Pain? Recovery? Visit our blog for more. https://evolvedhair.com.au/results/); Advanced, scar-free hair restoration with DFI Technique. Natural results, pain-free procedure. Contact us or book your consultation now! https://bookings.gettimely.com/evolvedhairrestorationclinic/book; Evolved Hair: Get the best hair growth with our skilled team, top surgeon, and no outsourcing. Consult Trichologist Paul Green today! https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (Evolved Hair: Get the best hair growth with our skilled team, top surgeon, and no outsourcing. Consult Trichologist Paul Green today! https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Evolved Hair: Reclaim your confidence with our safe, non-invasive, pain-free hair regrowth treatments. Say goodbye to hair loss and hello to a fuller head of hair. https://hairtreatments.evolvedhair.com.au/  (Evolved Hair: Reclaim your confidence with our safe, non-invasive, pain-free hair regrowth treatments. Say goodbye to hair loss and hello to a fuller head of hair. https://hairtreatments.evolvedhair.com.au/); Want to understand hair loss and pathology? Read Trichologist Paul M Green's blog for effective treatment tips. https://evolvedhair.com.au/pathology-powered-consultation-to-treat-hair-loss/  (Want to understand hair loss and pathology? Read Trichologist Paul M Green's blog for effective treatment tips. https://evolvedhair.com.au/pathology-powered-consultation-to-treat-hair-loss/); Good day! There is an exclusive limited-time offer for valued clients like you. It includes complimentary PRP treatments. Please check your email for details and reply ASAP to claim this deal before it expires. We look forward to helping you restore your best hair yet!; Hey, We have limited Hair Transplant slots in Aug & Sept at Evolved Clinics. Even better, get a $750 PRP package free with surgery booking! Check your email or book your free consult now: https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (Hey, We have limited Hair Transplant slots in Aug & Sept at Evolved Clinics. Even better, get a $750 PRP package free with surgery booking! Check your email or book your free consult now: https://bookings.gettimely.com/evolvedhairrestorationclinic/book); (Deleted) Your Evolved Hair consult's coming up! Please take a few minutes to fill out this quick questionnaire that help us understand your condition and hair goals before we meet. Thanks, looking forward to it! https://forms.gle/QM8tiTepNt7kfqvcA  (Your Evolved Hair consult's coming up! Please take a few minutes to fill out this quick questionnaire that help us understand your condition and hair goals before we meet. Thanks, looking forward to it! https://forms.gle/QM8tiTepNt7kfqvcA); (Deleted) Your feedback is vital to our improvement Please take a minute to complete our short survey and help us understand your experience Thank you! https://evolvedhair.com.au/2027-2/  (Your feedback is vital to our improvement Please take a minute to complete our short survey and help us understand your experience Thank you! https://evolvedhair.com.au/2027-2/); See these amazing hairline transformations for yourself! https://evolvedhair.com.au/results/ Natural results, noticeable growth. Book your free consultation now and take the first step to a fuller head of hair.  (See these amazing hairline transformations for yourself! https://evolvedhair.com.au/results/ Natural results, noticeable growth. Book your free consultation now and take the first step to a fuller head of hair.); Hey, hope you are well. We are excited to share Daniel’s hair transformation and an exciting limited time offer for you. Check your email or reach us at reception@evolvedhair.com.au. Evolved Hair; Hey! There is an awesome limited-time offer for you. Claim a 3-month PRP hair treatment package! Check out details in your email and revert before offer is gone. See you back soon at Evolved Hair!; Hello, just checking in after sending your hair transplant quote last week. If you need further assistance, please reach out. We’re here to help. Evolved Hair.; Hey, Just following up about booking your hair transplant surgery. Please check your email or revert at reception@evolvedhair.com.au to get it scheduled.; Hey there! Missed your consult with Evolved Hair? See how Daniel restored his lost hair in just 7 months! Have a look at your email or book free consult now at https://bookings.gettimely.com/evolvedhairrestorationclinic/book; Hey, your consultation with Evolved Hair will be the first step to stop hair loss. Check your email or book now to schedule your complimentary session: https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (Hey, your consultation with Evolved Hair will be the first step to stop hair loss. Check your email or book now to schedule your complimentary session: https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Don't miss out new consult appointments with our renowned Trichologist Paul Green. Check your email for details or book now at https://bookings.gettimely.com/evolvedhairrestorationclinic/book; Hello from Evolved Hair! hope you are well. We are excited to share a recent transformation of one of our patients. https://drive.google.com/file/d/1zwA-JAe55_3f3WlXTp3xc456TDNUSspF/view?usp=drive_link  (Hello from Evolved Hair! hope you are well. We are excited to share a recent transformation of one of our patients. https://drive.google.com/file/d/1zwA-JAe55_3f3WlXTp3xc456TDNUSspF/view?usp=drive_link); Hello, It's been a while since your last hair treatment with us. We're offering a free follow-up consultation.For permanent hair restoration, limited slots are available in the last quarter at Evolved Clinics. Reply to confirm your booking, or email us at reception@evolvedhair.com.au.; Hey, Exciting news! Secure a slot for a 2023 hair transplant procedure before they fill up. Give yourself the gift of a new look in the new year. If you have questions or need assistance, please call us. Alternatively, secure your spot by emailing reception@evolvedhair.com.au.; Exciting news! Limited slots for 2023 hair transplant procedures at Evolved Restoration Clinics are now available due to last-minute openings. Keen to be EVOLVED? Confirm your booking by replying to this message or emailing reception@evolvedhair.com.au. Our team is ready to assist you.; Big news – we have a few last-minute slots for hair transplant procedures at Evolved Restoration Clinics in the final quarter of 2023! And that's not all – check out Daniel's astonishing hair transformation in just 7 months in your email. Ready to become the new you? Reply to this message or email us at reception@evolvedhair.com.au to secure your spot.; Big news – we have a few last-minute slots for hair transplant procedures at Evolved Restoration Clinics before the New Year! And that's not all – check out Daniel's astonishing hair transformation in just 7 months in your email. Ready to become the new you? Reply to this message or email us at reception@evolvedhair.com.au to secure your spot.; Hello! Welcome 2024 with a transformative hair experience at Evolved Clinics. Limited slots for January! Check out how Dan restored his lost hair in 12 months. Book consult https://evolvedhair.com.au/book-free-consult/ or call (08) 6216 0443; Hey! Don't miss the chance to get your dream hair in 2024. A gentle reminder on limited slots for a hair transplant in January at Evolved Clinics. Check out how Dan regained hair in 12 months. Book consult https://evolvedhair.com.au/book-free-consult/ or call (08) 6216 0443; Hello! Hope you're well. We noticed your recent consultation with us. Let's move forward in achieving your dream hair by scheduling a free follow-up consultation. Here is one of our recent results where Dan restored his lost hair in just 12 months. Book consult@ https://evolvedhair.com.au/book-free-consult/ or call (08) 6216 0443; Hey! Hope you're doing well. Thanks for your recent virtual consultation. To continue your journey towards dream hair, let's schedule a free follow-up consultation. Dan took this decision 12 months and got amazing results. Book consult@ https://evolvedhair.com.au/book-free-consult/ or call (08) 6216 0443; Exciting news! Our new hair restoration clinic in Brisbane is now open! Enjoy an exclusive 20% discount on all treatments and surgeries for a limited time. From most advanced DFI Hair Transplant to non-surgical hair loss treatments, our expert team at Evolved Hair is ready to cater to your unique needs. Book now - https://bookings.gettimely.com/evolvedhairrestorationclinic/book   (Exciting news! Our new hair restoration clinic in Brisbane is now open! Enjoy an exclusive 20% discount on all treatments and surgeries for a limited time. From most advanced DFI Hair Transplant to non-surgical hair loss treatments, our expert team at Evolved Hair is ready to cater to your unique needs. Book now - https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Excited to restore your lost hair and confidence! Book a free consult with a 20% inaugural offer on all hair growth treatments. Interested to book? Click below. Can't wait to see you at the clinic. - Evolved Hair Restoration Team https://bookings.gettimely.com/evolvedhairrestorationclinic/book   (Excited to restore your lost hair and confidence! Book a free consult with a 20% inaugural offer on all hair growth treatments. Interested to book? Click below. Can't wait to see you at the clinic. - Evolved Hair Restoration Team https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Hello! Welcome 2024 with a life-changing hair transformation at Evolved Clinics. Limited slots available for January! Discover Dan's remarkable hair restoration journey in your inbox. Schedule surgery by emailing reception@evolvedhair.com.au or call at (08) 6216 0443; Hello! Ensure you seize the opportunity to achieve your dream hair in 2024. A friendly reminder about limited slots available for a January hair transplant at Evolved Clinic. Explore Dan's 12-month hair transformation story in your inbox. Book surgery today by emailing reception@evolvedhair.com.au; Your Evolved Hair consult's coming up! Please take a few minutes to fill out this quick questionnaire that help us understand your condition and hair goals before we meet. Thanks, looking forward to it! https://evolvedhair.com.au/pre-consultation-questionnaire/   (Your Evolved Hair consult's coming up! Please take a few minutes to fill out this quick questionnaire that help us understand your condition and hair goals before we meet. Thanks, looking forward to it! https://evolvedhair.com.au/pre-consultation-questionnaire/) [HIDDEN]; Your feedback is vital to our improvement Please take a minute to complete our short survey and help us understand your experience Thank you! https://evolvedhair.com.au/post-consultation-survey/   (Your feedback is vital to our improvement Please take a minute to complete our short survey and help us understand your experience Thank you! https://evolvedhair.com.au/post-consultation-survey/); Happy New Year! Kickstart your 2024 with a hair transformation at Evolved Restoration Clinics. Interested in a consultation? Use this link - https://bookings.gettimely.com/evolvedhairrestorationclinic/book  to secure your slot. Let's make 2024 your year of dream hair!  (Happy New Year! Kickstart your 2024 with a hair transformation at Evolved Restoration Clinics. Interested in a consultation? Use this link - https://bookings.gettimely.com/evolvedhairrestorationclinic/book  to secure your slot. Let's make 2024 your year of dream hair!); Happy New Year! Tried reaching about your 2023 consultation with Evolved Hair. Please confirm a time for a follow-up call or reach out to reception@evolvedhair.com.au or call (08) 6216 0443. We look forward to hearing from you.; Hi, Happy New Year! Trust 2024 is treating you well. We've been reaching you regarding your 2023 consultation with Evolved Hair. Please reach us at reception@evolvedhair.com.au or call (08) 6216 0443. Thanks for considering us. We look forward to connecting soon!; Hey, your consultation with Evolved Hair will be the first step to stop hair loss. Check your email to see Dan’s results or book now to schedule your complimentary session: https://bookings.gettimely.com/evolvedhairrestorationclinic/book; Hey there! Missed your consult with Evolved Hair? See how Dan restored his lost hair in just 7 months! Have a look at your email or book free consult now at https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (Hey there! Missed your consult with Evolved Hair? See how Dan restored his lost hair in just 7 months! Have a look at your email or book free consult now at https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Don't miss out new consult appointments with internationally renowned Trichologist, Paul Green. Check your email for details or book now at https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (Don't miss out new consult appointments with internationally renowned Trichologist, Paul Green. Check your email for details or book now at https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Exclusive offer: Book a 2 day Hair Transplant for $15,000 with Evolved Hair before March 31! Transform in 2024 with confidence. Call Nicole at (08) 6216 0443; Last Chance: Your exclusive $15,000 Hair Transplant offer before March 31 with Evolved Hair is waiting! Book your spot before it's gone. Call Nicole at (08) 6216 0443.  (Last Chance: Your exclusive $15,000 Hair Transplant offer before March 31 with Evolved Hair is waiting! Book your spot before it's gone. Call Nicole at (08) 6216 0443.); Exclusive offer: Book a single day Hair Transplant for $10,000 with Evolved Hair before March 31! Transform in 2024 with confidence. Call Nicole at (08) 6216 0443.  (Exclusive offer: Book a single day Hair Transplant for $10,000 with Evolved Hair before March 31! Transform in 2024 with confidence. Call Nicole at (08) 6216 0443.); Last Chance: Your exclusive $10,000 Hair Transplant offer from Evolved Hair before March 31 is waiting! Book your spot before it's gone. Call Nicole at (08) 6216 0443.  (Last Chance: Your exclusive $10,000 Hair Transplant offer from Evolved Hair before March 31 is waiting! Book your spot before it's gone. Call Nicole at (08) 6216 0443.); Exclusive Offer: Get 10% off on your Hair Transplant quote at Evolved Clinics before March 31! Questions? Call Nicole at (08) 6216 0443.; Last Chance for 10% Off Your Hair Transplant Quote at Evolved Clinics before March 31! Don't miss this opportunity for a confident new look in 2024. Call (08) 6216 0443.; Unveil a new you with our Hair Transplant Special with Australian Institute of Hair Restoration, powered by Evolved Hair Clinics. Avail upto 40% off on regular prices for only 3 specific slots in Mar’24 at our Perth and Brisbane clinics. Book now at reception@evolvedhair.com.au or call at (08) 6216 0443.; Your Evolved Hair consult's coming up! Please take a few minutes to fill out this quick questionnaire that help us understand your condition and hair goals before we meet. Thanks, looking forward to it! https://share.hsforms.com/1RkMbhCsJTpGMllS-jp8PcQcib8q  (Your Evolved Hair consult's coming up! Please take a few minutes to fill out this quick questionnaire that help us understand your condition and hair goals before we meet. Thanks, looking forward to it! https://share.hsforms.com/1RkMbhCsJTpGMllS-jp8PcQcib8q); Hi! Discover confidence in a new hair transformation like Dan's. Check your email to watch Dan's journey. Take the first step to book a consult with us now (link). Questions? Reach Nicole at reception@evolvedhair.com.au or call (08) 6216 0443.  (Hi! Discover confidence in a new hair transformation like Dan's. Check your email to watch Dan's journey. Take the first step to book a consult with us now (link). Questions? Reach Nicole at reception@evolvedhair.com.au or call (08) 6216 0443.); Feeling inspired by Dan's hair transformation? Ready to embrace your best look? Let's take the next step together! Book your consultation now with Evolved Hair (link). Any questions? Reach Nicole at reception@evolvedhair.com.au or call (08) 6216 0443. Make 2024 your year of confidence!; Timing not perfect last year? No worries! we're here for you. Evolved Hair is ready to support your hair goals whenever you're ready. Reconsidering, got questions, or just exploring options? Reach us at reception@evolvedhair.com.au or call (08) 6216 0443 or book now (link); Hello! Ready to explore hair restoration options? We're here to guide you every step. Book your consultation (link) or connect with Nicole at reception@evolvedhair.com.au or (08) 6216 0443. Excited to help you achieve your best look!; Exciting news! Limited slots available in April and May for our 2-day hair transplant package at a special rate of $15,000. Seize this chance now! Contact Nicole at reception@evolvedhair.com.au or call (08) 6216 0443.; Exciting update! Limited slots available in April and May for our single-day hair transplant package at a special rate of $10,000. Seize this opportunity now! Contact Nicole at reception@evolvedhair.com.au or call (08) 6216 0443.; Hi there! Big news! Limited slots in April and May with a special 10% discount on your existing hair restoration quote. Ready to seize this offer or have questions? Connect with Nicole at reception@evolvedhair.com.au or call (08) 6216 0443.; Hello! We noticed you haven't booked your surgery yet. To make it easier, we're offering 3 free post-treatment PRP sessions with your booking. It's our way of supporting your hair restoration success. Ready to move forward or have questions? Contact Nicole at reception@evolvedhair.com.au or (08) 6216 0443.  (Hello! We noticed you haven't booked your surgery yet. To make it easier, we're offering 3 free post-treatment PRP sessions with your booking. It's our way of supporting your hair restoration success. Ready to move forward or have questions? Contact Nicole at reception@evolvedhair.com.au or (08) 6216 0443.); Hello! Hope you're well. Just a quick update on our special offer: 3 complimentary post-treatment PRP sessions to enhance your surgery results. Have questions or ready to book? Reach out to Nicole at reception@evolvedhair.com.au or call (08) 6216 0443; Hi! Discover confidence in a new hair transformation like Dan's. Check your email to watch Dan's journey. Take the first step to book a consult with us now (link). Questions? Reach us at (07) 3856 6124.  (Hi! Discover confidence in a new hair transformation like Dan's. Check your email to watch Dan's journey. Take the first step to book a consult with us now (link). Questions? Reach us at (07) 3856 6124.); Feeling inspired by Dan's hair transformation? Ready to embrace your best look? Let's take the next step together! Book your consultation now with Evolved Hair (link). Any questions? Reach Nicole us at (07) 3856 6124. Make 2024 your year of confidence!; Hello! This is Evolved Hair Restoration reaching out. We noticed you clicked on our link, and we're thrilled to connect with you. If you're considering hair restoration options, we're here to help! Our team specialises in personalised solutions tailored to your needs. Would you like more information, schedule a consultation, or to have a friendly team member call? Just reply ""INFO"" or ""CONSULT"" or “CALL” and we'll take it from there!; 🌟 Exclusive Opportunity to consult at Evolved Hair! 🌟Our internationally renowned Trichologist, Paul Green is available for face-to-face consultations in our Perth clinic next week to discuss your hair loss concerns. Book now: bookings.gettimely.com/evolvedhairrestorationclinic/book  (🌟 Exclusive Opportunity to consult at Evolved Hair! 🌟Our internationally renowned Trichologist, Paul Green is available for face-to-face consultations in our Perth clinic next week to discuss your hair loss concerns. Book now: bookings.gettimely.com/evolvedhairrestorationclinic/book); Address your hair loss with Evolved Hair! Secure your spot for a face to face consult with Paul Green, who will be visiting our Perth clinic next week. Don't miss out - https://bookings.gettimely.com/evolvedhairrestorationclinic/book    (Address your hair loss with Evolved Hair! Secure your spot for a face to face consult with Paul Green, who will be visiting our Perth clinic next week. Don't miss out - https://bookings.gettimely.com/evolvedhairrestorationclinic/book); Exciting news! Limited slots available in June and July for our 2-day hair transplant package at a special rate of $15,000. Seize this chance now! Contact Nicole at reception@evolvedhair.com.au or call (08) 6216 0443.; 🌟 Limited slots open for our 2-day hair transplant package in June & July at a special $15,000 rate! Don’t miss out—book now! Contact Nicole at (08) 6216 0443 or reception@evolvedhair.com.au. Transform your hair and confidence! 🌟; Exciting update! Limited slots available in June and July for our single-day hair transplant package at a special rate of $10,000. Seize this opportunity now! Contact Nicole at reception@evolvedhair.com.au or call (08) 6216 0443.; 🌟 Limited slots open for our 2-day hair transplant package in June & July at a special $10,000 rate! Don’t miss out—book now! Contact Nicole at (08) 6216 0443 or reception@evolvedhair.com.au. Transform your hair and confidence! 🌟; Hi there! Big news! Limited slots in June and July with a special 10% discount on your existing hair restoration quote. Ready to seize this offer or have questions? Connect with Nicole at reception@evolvedhair.com.au or call (08) 6216 0443.; Good news – we've opened a few slots for June & July with a special 10% discount on your last hair restoration quote. Interested? Contact Nicole at (08) 6216 0443. Don’t miss out on transforming your look this summer! – Evolved Hair Restoration; Greetings from Evolved Hair Restoration! Our senior trichologist, Paul Green, is visiting our Perth clinic in the 3rd week of June. Book your complimentary follow-up consultation now and get expert advice! Slots are limited - bookings.gettimely.com/evolvedhairrestorationclinic/book  (Greetings from Evolved Hair Restoration! Our senior trichologist, Paul Green, is visiting our Perth clinic in the 3rd week of June. Book your complimentary follow-up consultation now and get expert advice! Slots are limited - bookings.gettimely.com/evolvedhairrestorationclinic/book); Greetings from Evolved Hair Clinics! Last chance to book your complimentary follow-up with senior trichologist Paul Green. Don’t miss out—slots are filling up fast! - bookings.gettimely.com/evolvedhairrestorationclinic/book; 🌟 Exclusive Offer! 🌟Greetings from Evolved Hair Clinic! Our renowned hair loss experts, Paul Green and Dan Bullen are available for complimentary Hair Transplant Consultations in Perth clinic next week. Book now before the slots fill up: https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (🌟 Exclusive Offer! 🌟Greetings from Evolved Hair Clinic! Our renowned hair loss experts, Paul Green and Dan Bullen are available for complimentary Hair Transplant Consultations in Perth clinic next week. Book now before the slots fill up: https://bookings.gettimely.com/evolvedhairrestorationclinic/book); ⏰ Last Chance! ⏰Greetings from Evolved Hair Clinic! A soft reminder to secure your spot for a complimentary consultation with our renowned hair loss experts, Paul Green and Dan Bullen. Don't miss out: https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (⏰ Last Chance! ⏰Greetings from Evolved Hair Clinic! A soft reminder to secure your spot for a complimentary consultation with our renowned hair loss experts, Paul Green and Dan Bullen. Don't miss out: https://bookings.gettimely.com/evolvedhairrestorationclinic/book); 🌟 Exclusive Offer! 🌟Greetings from Evolved Hair Clinic! Our renowned hair loss experts, Paul Green and Ebony Andrews are available for complimentary Hair Transplant Consultations in Brisbane clinic during upcoming weeks. Book now before the slots fill up: https://bookings.gettimely.com/evolvedclinicsbrisbane/book   (🌟 Exclusive Offer! 🌟Greetings from Evolved Hair Clinic! Our renowned hair loss experts, Paul Green and Ebony Andrews are available for complimentary Hair Transplant Consultations in Brisbane clinic during upcoming weeks. Book now before the slots fill up: https://bookings.gettimely.com/evolvedclinicsbrisbane/book); ⏰ Last Chance! ⏰Greetings from Evolved Hair Clinic! A soft reminder to secure your spot for a complimentary consultation with our renowned hair loss experts, Paul Green and Ebony Andrews. Don't miss out: https://bookings.gettimely.com/evolvedclinicsbrisbane/book  (⏰ Last Chance! ⏰Greetings from Evolved Hair Clinic! A soft reminder to secure your spot for a complimentary consultation with our renowned hair loss experts, Paul Green and Ebony Andrews. Don't miss out: https://bookings.gettimely.com/evolvedclinicsbrisbane/book); Hi there! Big news! Limited slots in July and August with a special complimentary 3 Post - Surgery PRPs! Ready to seize this offer or have questions? Connect with us at (07) 3856 6124. - Evolved Hair Restoration; Good news – we've opened a few slots for July & August with a special complimentary 3 Post - Surgery PRPs! Interested? Contact us at (07) 3856 6124.. Don’t miss out on transforming your look this summer! – Evolved Hair Restoration; 🌟 Exclusive Offer! 🌟Greetings from Evolved Hair Clinic! Our renowned hair loss expert, Dan Bullen is available for complimentary Hair Transplant Consultations in Perth clinic this July. Book now before the slots fill up: https://bookings.gettimely.com/evolvedhairrestorationclinic/book; ⏰ Last Chance! ⏰Greetings from Evolved Hair Clinic! A soft reminder to secure your spot for a complimentary consultation with our renowned hair loss expert, Dan Bullen. Don't miss out: https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (⏰ Last Chance! ⏰Greetings from Evolved Hair Clinic! A soft reminder to secure your spot for a complimentary consultation with our renowned hair loss expert, Dan Bullen. Don't miss out: https://bookings.gettimely.com/evolvedhairrestorationclinic/book); 🌟 Exclusive Offer! 🌟Greetings from Evolved Hair Clinic! Our renowned hair loss expert, Dan Bullen is available for complimentary face-to-face Hair Transplant Consultations in Perth clinic this July. Book now before the slots fill up: https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (🌟 Exclusive Offer! 🌟Greetings from Evolved Hair Clinic! Our renowned hair loss expert, Dan Bullen is available for complimentary face-to-face Hair Transplant Consultations in Perth clinic this July. Book now before the slots fill up: https://bookings.gettimely.com/evolvedhairrestorationclinic/book); ⏰ Last Chance! ⏰Greetings from Evolved Hair Clinic! A soft reminder to secure your spot for a complimentary face to face follow-up consultation with our renowned hair loss expert, Dan Bullen. Don't miss out: https://bookings.gettimely.com/evolvedhairrestorationclinic/book  (⏰ Last Chance! ⏰Greetings from Evolved Hair Clinic! A soft reminder to secure your spot for a complimentary face to face follow-up consultation with our renowned hair loss expert, Dan Bullen. Don't miss out: https://bookings.gettimely.com/evolvedhairrestorationclinic/book)","false","false","false","false","false","false","Himanshu Gupta","5/19/23","Workflows (25); Views (13)","49.62%","",""
"Last message received content","last_message_received_content","string","Last message received content","sms_received","true","","false","false","false","false","false","false","Madhur Gusain","5/28/24","Workflows (1); Views (9)","22.89%","",""
"Last received SMS/MMS Date","last_received_sms","datetime","Last received SMS/MMS date","sms_received","true","","false","false","false","false","false","false","Madhur Gusain","5/28/24","","22.89%","",""
"SMS Opt Out Date","sms_opt_out_date","datetime","SMS Opt Out Date","sms_received","true","","false","false","false","false","false","false","Madhur Gusain","5/28/24","","9.32%","",""
"Total SMS/MMS received","total_received_sms","number","Total no. of SMS received","sms_received","true","","false","false","false","false","false","false","Madhur Gusain","5/28/24","","22.19%","",""
"Last sent SMS/MMS Date","last_sent_sms","datetime","Last sent SMS/MMS date","sms_sent","true","","false","false","false","false","false","false","Madhur Gusain","5/28/24","","43.44%","",""
"List of links click by contact","link_clicks","string","List of links click by contact","sms_sent","true","","false","false","false","false","false","false","Madhur Gusain","5/28/24","","17.81%","",""
"Total SMS/MMS sent","total_sent_sms","number","Total no. of SMS sent","sms_sent","true","","false","false","false","false","false","false","Madhur Gusain","5/28/24","","44.77%","",""
"LinkedIn URL","hs_linkedin_url","string","The URL of the contact's LinkedIn page.","socialmediainformation","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Acquisition Campaign","acquisition_campaign","string","Campaign name from which the user got acquired","tracking","false","","false","false","false","false","false","false","Himanshu Gupta","5/1/23","Workflows (1); Reports (1); Views (4)","30.23%","",""
"Acquisition Medium","acquisition_medium","enumeration","Medium through which a user is acquired","tracking","false","Organic search; Organic social; Paid search; Paid social; Email marketing; Direct traffic; Offline sources; Referrals; Community; Other campaigns","false","false","false","false","false","false","Himanshu Gupta","5/1/23","Workflows (2); Reports (2); Views (13)","42.74%","",""
"Acquisition Platform","acquisition_platform","enumeration","Platform from which contacts are added or updated","tracking","false","Timely","false","false","false","false","false","false","Himanshu Gupta","7/14/23","Views (4)","5.55%","",""
"Acquisition Source","acquisition_source","string","Source from which a lead is acquired","tracking","false","","false","false","false","false","false","false","Himanshu Gupta","5/1/23","Workflows (1); Reports (1); Views (4)","29.96%","",""
"Clinic Location","clinic_location","enumeration","","tracking","true","Perth; Brisbane","false","false","false","false","false","false","Madhur Gusain","11/16/23","Forms (2); Lists (29); Chatflows (3); Workflows (38); Reports (4); Views (22); Property cards (1)","100%","",""
"Conversion Campaign","conversion_campaign","string","(Visitor to Lead Conversion) Campaign name from which the user got converted","tracking","false","","false","false","false","false","false","false","Himanshu Gupta","5/1/23","Lists (1); Workflows (2); Views (9)","85.65%","",""
"Conversion Medium","conversion_medium","enumeration","(Visitor to Lead Conversion) Medium through which a user is Converted","tracking","false","Organic search; Organic social; Paid search; Paid social; Email marketing; Direct traffic; Offline sources; Referrals; Community; Other campaigns","false","false","false","false","false","false","Himanshu Gupta","5/1/23","Workflows (1); Reports (1)","40.51%","",""
